"Experiment","hasProcess","breakdown tests"
"Experiment","hasProcess","voltage endurance tests"
"Experiment","hasProcess","dielectric spectroscopic measurements"
"Experiment","hasProcess","Thermally stimulated current (TSC) measurements"
"Experiment","hasProcess","absorption current measurements"
"Experiment","hasProcess","space charge measurements"
"Experiment","hasData","electrical breakdown strength"
"Experiment","hasData","voltage endurance"
"Experiment","hasData","dielectric permittivity"
"Experiment","hasData","loss tangent"
"Experiment","hasData","Thermally stimulated current (TSC) spectra"
"Experiment","hasEnvironment","room temperature"
"Experiment","hasEnvironment","elevated temperature"
"Experiment","hasEnvironment","low frequency region"
"Experiment","hasEnvironment","high voltage source"
"Experiment","hasComputation","Weibull distribution analysis"
"Experiment","hasComputation","measurement of trap depth using initial rise method"
"Experiment","hasComputation","carrier mobility estimation"
"Experiment","hasComputation","voltage endurance calculation"
"Experiment","hasComputation","trapping behavior analysis"
"Experiment","hasComputation","interfacial polarization analysis"
"Experiment","hasLocation","Rensselaer Polytechnic Institute, Troy, NY, USA"
