"CompressiveCreepRuptureStrength","subClassOf","ViscoelasticProperty"
"TensileCreepModulus","subClassOf","ViscoelasticProperty"
"TensileCreepStrain","subClassOf","ViscoelasticProperty"
"TensileCreepCompliance","subClassOf","TensileCreep"
"FlexuralCreepRuptureStrain","subClassOf","FlexuralCreep"
"FlexuralCreepRuptureTime","subClassOf","FlexuralCreep"
"TensileCreepRuptureStrength","subClassOf","TensileCreep"
"TensileCreepRuptureTime","subClassOf","TensileCreep"
"CompressiveCreepStrain","subClassOf","CompressiveCreep"
"CompressiveCreepRuptureTime","subClassOf","CompressiveCreep"
"FlexuralCreepRuptureStrength","subClassOf","ViscoelasticProperty"
