"DielectricBreakdownStrength","subClassOf","ElectricalProperty"
"VoltageEndurance","subClassOf","ElectricalProperty"
"Conductivity","subClassOf","ElectricalProperty"
"RealPermitivity","subClassOf","ElectricalProperty"
"LossPermitivity","subClassOf","ElectricalProperty"
"LossTangent","subClassOf","ElectricalProperty"
"DielectricSpectroscopy","subClassOf","ElectricalProperty"
"AbsorptionCurrent","subClassOf","ElectricalProperty"
"ThermallyStimulatedCurrent","subClassOf","ElectricalProperty"
"SpaceCharge","subClassOf","ElectricalProperty"
"ChargeInjection","subClassOf","ElectricalProperty"
"Mobility","subClassOf","ElectricalProperty"
