"CompressiveCreepRuptureStrength","subClassOf","ViscoelasticProperty"
"TensileCreepModulus","subClassof","ViscoelasticProperty"
"TensileCreepStrain","subClassOf","ViscoelasticProperty"
"FlexuralCreepRuptureStrength","subClassOf","ViscoelasticProperty"
"CompressiveCreepRuptureTime","subClassOf","CompressiveCreep"
"TensileCreepCompliance","subClassOf","ViscoelasticProperty"
"FlexuralCreepRuptureTime","subClassOf","FlexuralCreep"
"TensileCreepRuptureStrength","subClassOf","TensileCreep"
"CompressiveCreepStrain","subClassOf","CompressiveCreep"
"CompressiveCreepRuptureStrength","subClassOf","ViscoelasticProperty"
"TensileCreepRecovery","subClassOf","TensileCreep"
"TensileCreepRuptureTime","subClassOf","TensileCreep"
"TensileCreepStrain","subClassOf","ViscoelasticProperty"
"CompressiveCreepStrain","subClassOf","CompressiveCreep"
"FlexuralCreep","subClassOf","ViscoelasticProperty"
"FlexuralCreepRuptureStrength","subClassOf","FlexuralCreep"
"TensileCreepRecovery","subClassOf","ViscoelasticProperty"
