"BreakdownStrengthData","hasType","ElectricalCharacterizationData"
"VoltageEnduranceData","hasType","ElectricalCharacterizationData"
"DielectricSpectroscopyData","hasType","ElectricalCharacterizationData"
"TSCData","hasType","ElectricalCharacterizationData"
"AbsorptionCurrentData","hasType","ElectricalCharacterizationData"
"SpaceChargeMeasurementData","hasType","ElectricalCharacterizationData"
"EPRData","hasType","CharacterizationData"
"XPSData","hasType","CharacterizationData"
"BreakdownStrengthData","hasCitation","J Mater Sci (2007) 42:3789–3799"
"VoltageEnduranceData","hasCitation","J Mater Sci (2007) 42:3789–3799"
"DielectricSpectroscopyData","hasCitation","J Mater Sci (2007) 42:3789–3799"
"TSCData","hasCitation","J Mater Sci (2007) 42:3789–3799"
"AbsorptionCurrentData","hasCitation","J Mater Sci (2007) 42:3789–3799"
"SpaceChargeMeasurementData","hasCitation","J Mater Sci (2007) 42:3789–3799"
"EPRData","hasCitation","J Mater Sci (2007) 42:3789–3799"
"XPSData","hasCitation","J Mater Sci (2007) 42:3789–3799"
"ElectricalCharacterizationData","asString","electrical characterization data"
"CharacterizationData","asString","characterization data"
"BreakdownStrengthData","hasMaterial","XLPE"
"BreakdownStrengthData","hasMaterial","SilicaNanocomposite"
"VoltageEnduranceData","hasMaterial","XLPE"
"VoltageEnduranceData","hasMaterial","SilicaNanocomposite"
"DielectricSpectroscopyData","hasMaterial","XLPE"
"DielectricSpectroscopyData","hasMaterial","SilicaNanocomposite"
"TSCData","hasMaterial","XLPE"
"TSCData","hasMaterial","SilicaNanocomposite"
"AbsorptionCurrentData","hasMaterial","XLPE"
"AbsorptionCurrentData","hasMaterial","SilicaNanocomposite"
"SpaceChargeMeasurementData","hasMaterial","XLPE"
"SpaceChargeMeasurementData","hasMaterial","SilicaNanocomposite"
"EPRData","hasMaterial","SilicaNanoparticles"
"XPSData","hasMaterial","SilicaNanoparticles"
