"J Mater Sci (2007) 42:3789–3799","hasCitation","DOI 10.1007/s10853-006-0413-0"
"J Mater Sci (2007) 42:3789–3799","hasReference","Ref1"
"J Mater Sci (2007) 42:3789–3799","hasReference","Ref2"
"J Mater Sci (2007) 42:3789–3799","hasReference","Ref3"
"J Mater Sci (2007) 42:3789–3799","hasReference","Ref4"
"J Mater Sci (2007) 42:3789–3799","hasReference","Ref5"
"J Mater Sci (2007) 42:3789–3799","hasReference","Ref6"
"J Mater Sci (2007) 42:3789–3799","hasReference","Ref7"
"J Mater Sci (2007) 42:3789–3799","hasReference","Ref8"
"J Mater Sci (2007) 42:3789–3799","hasReference","Ref9"
"J Mater Sci (2007) 42:3789–3799","hasReference","Ref10"
"J Mater Sci (2007) 42:3789–3799","hasReference","Ref11"
"J Mater Sci (2007) 42:3789–3799","hasReference","Ref12"
"J Mater Sci (2007) 42:3789–3799","hasReference","Ref13"
"J Mater Sci (2007) 42:3789–3799","hasReference","Ref14"
"J Mater Sci (2007) 42:3789–3799","hasReference","Ref15"
"J Mater Sci (2007) 42:3789–3799","hasReference","Ref16"
"J Mater Sci (2007) 42:3789–3799","hasReference","Ref17"
"J Mater Sci (2007) 42:3789–3799","hasReference","Ref18"
"J Mater Sci (2007) 42:3789–3799","hasReference","Ref19"
"J Mater Sci (2007) 42:3789–3799","hasReference","Ref20"
"J Mater Sci (2007) 42:3789–3799","hasReference","Ref21"
"J Mater Sci (2007) 42:3789–3799","hasReference","Ref22"
"J Mater Sci (2007) 42:3789–3799","hasReference","Ref23"
"J Mater Sci (2007) 42:3789–3799","hasReference","Ref24"
"J Mater Sci (2007) 42:3789–3799","hasReference","Ref25"
"J Mater Sci (2007) 42:3789–3799","hasReference","Ref26"
"J Mater Sci (2007) 42:3789–3799","hasReference","Ref27"
"J Mater Sci (2007) 42:3789–3799","hasReference","Ref28"
"J Mater Sci (2007) 42:3789–3799","hasReference","Ref29"
"J Mater Sci (2007) 42:3789–3799","hasReference","Ref30"
"J Mater Sci (2007) 42:3789–3799","hasReference","Ref31"
"DOI 10.1007/s10853-006-0413-0","subClassOf","Reference"
"DOI 10.1007/s10853-006-0413-0","hasType","DOI"
